************************************************
*    Row   * eventId.e * SmallDete * BigDetect *
*      217 *       217 * 0.7260134 *         0 *
*      218 *       218 * 7.5800825 *         0 *
*      219 *       219 * 7.7600795 *         0 *
*      220 *       220 * 1.0508922 *         0 *
*      221 *       221 * 6.3401005 *         0 *
*      222 *       222 * 8.9160890 * 0.5830578 *
*      223 *       223 *  6.120104 *         0 *
*      224 *       224 *         0 * 4.3401308 *
*      225 *       225 *         0 * 9.6488849 *
*      226 *       226 * 8.0600752 *         0 *
*      227 *       227 * 7.5700825 *         0 *
*      228 *       228 *         0 * 5.6401113 *
*      229 *       229 * 4.8001235 *         0 *
*      230 *       230 * 9.5407178 *         0 *
*      231 *       231 * 5.4792997 *         0 *
*      232 *       232 *         0 * 4.2436689 *
*      233 *       233 * 4.6001269 *         0 *
*      234 *       234 * 1.4566175 * 6.7334557 *
*      235 *       235 *         0 * 6.6700957 *
*      236 *       236 * 3.8034781 *         0 *
*      237 *       237 * 1.1701778 *         0 *
*      238 *       238 * 7.3412355 *         0 *
*      239 *       239 *         0 *         0 *
*      240 *       240 * 1.6162148 * 4.1538944 *
*      241 *       241 * 3.5101430 *         0 *
*      242 *       242 *         0 * 11.179024 *
*      243 *       243 *         0 * 6.8900927 *
*      244 *       244 * 9.7600498 *         0 *
*      245 *       245 *         0 *         0 *
*      246 *       246 *         0 *         0 *
*      247 *       247 *         0 * 4.5913506 *
*      248 *       248 * 6.1501035 *         0 *
*      249 *       249 * 4.2601318 *         0 *
*      250 *       250 * 2.3201606 *         0 *
*      251 *       251 * 3.0801494 *         0 *
*      252 *       252 * 4.0182491 * 5.2118085 *
*      253 *       253 * 10.712607 *         0 *
*      254 *       254 * 10.540038 *         0 *
*      255 *       255 *         0 *         0 *
*      256 *       256 * 7.3573651 *         0 *
*      257 *       257 *         0 *         0 *
*      258 *       258 * 1.8866788 * 5.8750933 *
*      259 *       259 *         0 *         0 *
*      260 *       260 * 7.3200864 *         0 *
*      261 *       261 *         0 * 9.2500576 *
*      262 *       262 *         0 *         0 *
*      263 *       263 *         0 *         0 *
*      264 *       264 * 9.3700556 *         0 *
*      265 *       265 * 9.7500498 *         0 *
*      266 *       266 * 5.5501127 *         0 *
*      267 *       267 * 3.2276452 *         0 *
*      268 *       268 * 8.3000712 *         0 *
*      269 *       269 *         0 *         0 *
*      270 *       270 * 6.4588097 *         0 *
*      271 *       271 *         0 *  6.120104 *
*      272 *       272 * 9.9300468 *         0 *
*      273 *       273 * 1.4288761 *         0 *
*      274 *       274 *         0 * 8.4373453 *
*      275 *       275 *         0 * 8.2300722 *
*      276 *       276 *         0 *         0 *
*      277 *       277 *         0 *         0 *
*      278 *       278 * 10.459058 *         0 *
*      279 *       279 * 5.7001103 *         0 *
*      280 *       280 *         0 *         0 *
*      281 *       281 * 7.0600898 *         0 *
*      282 *       282 *         0 * 2.1901626 *
*      283 *       283 * 8.5101125 *         0 *
*      284 *       284 * 5.6115427 *         0 *
*      285 *       285 * 6.5100981 *         0 *
*      286 *       286 * 8.4800693 *         0 *
*      287 *       287 * 3.2327032 *         0 *
*      288 *       288 * 7.4300844 *         0 *
*      289 *       289 *         0 * 3.6201413 *
*      290 *       290 * 1.1347264 * 0.6954662 *
*      291 *       291 *         0 *         0 *
*      292 *       292 * 5.2001176 *         0 *
*      293 *       293 * 7.9700766 *         0 *
*      294 *       294 *  9.856462 *         0 *
*      295 *       295 * 2.1001640 *         0 *
*      296 *       296 * 5.5201127 *         0 *
*      297 *       297 * 4.3901298 *         0 *
*      298 *       298 *         0 * 6.2901015 *
*      299 *       299 * 5.3401157 *         0 *
*      300 *       300 * 7.7153153 *         0 *
*      301 *       301 *         0 * 6.9348668 *
*      302 *       302 *         0 *         0 *
*      303 *       303 * 12.469718 *         0 *
*      304 *       304 *         0 *         0 *
*      305 *       305 * 4.9501215 *         0 *
*      306 *       306 *         0 * 10.828212 *
*      307 *       307 * 7.1300888 *         0 *
*      308 *       308 * 9.8100488 *         0 *
*      309 *       309 * 1.5607752 * 5.7893107 *
*      310 *       310 * 0.8901820 *         0 *
*      311 *       311 *         0 * 8.3299746 *
*      312 *       312 *         0 * 5.2901167 *
*      313 *       313 * 3.3375465 *         0 *
*      314 *       314 * 7.5000835 *         0 *
*      315 *       315 *         0 * 3.2360305 *
*      316 *       316 * 3.4735579 *         0 *
*      317 *       317 * 0.5519528 * 2.2835448 *
*      318 *       318 * 1.5101728 *         0 *
*      319 *       319 *         0 *         0 *
*      320 *       320 * 6.2239870 * 0.4061096 *
*      321 *       321 *         0 * 6.1001044 *
*      322 *       322 * 10.620037 *         0 *
*      323 *       323 * 7.4600839 *         0 *
*      324 *       324 *         0 * 0.1298477 *
*      325 *       325 *         0 *         0 *
*      326 *       326 *         0 * 9.8000488 *
*      327 *       327 * 6.3601005 *         0 *
*      328 *       328 * 3.4290625 * 0.5810729 *
*      329 *       329 * 0.4232485 * 7.0468354 *
*      330 *       330 * 6.8300932 *         0 *
*      331 *       331 *         0 *         0 *
*      332 *       332 * 1.6301710 *         0 *
*      333 *       333 *         0 * 7.5627864 *
*      334 *       334 * 3.9572234 * 1.7450029 *
*      335 *       335 * 2.3618693 * 3.3933187 *
*      336 *       336 *         0 * 7.9200771 *
*      337 *       337 * 1.0918025 *         0 *
*      338 *       338 * 5.5280855 * 0.0320267 *
*      339 *       339 * 8.3647241 *         0 *
*      340 *       340 *         0 * 6.6900957 *
*      341 *       341 * 5.5501127 *         0 *
*      342 *       342 * 1.5625636 * 4.5509222 *
*      343 *       343 *         0 *         0 *
*      344 *       344 * 8.7013812 *         0 *
*      345 *       345 * 5.8901074 *         0 *
*      346 *       346 * 8.2200732 *         0 *
*      347 *       347 * 4.4608377 *         0 *
*      348 *       348 * 3.8501379 *         0 *
*      349 *       349 * 8.2400722 *         0 *
*      350 *       350 *         0 *         0 *
*      351 *       351 *         0 * 7.0036434 *
*      352 *       352 * 5.1601181 *         0 *
*      353 *       353 * 3.7301396 *         0 *
*      354 *       354 * 3.0345421 *         0 *
*      355 *       355 * 8.4314176 *         0 *
*      356 *       356 *         0 * 4.6757514 *
*      357 *       357 *         0 * 6.8600932 *
*      358 *       358 *         0 * 7.3700854 *
*      359 *       359 * 7.8000791 *         0 *
*      360 *       360 *         0 * 0.0587256 *
*      361 *       361 * 6.5877328 *         0 *
*      362 *       362 *         0 * 10.041558 *
*      363 *       363 * 8.3453444 *         0 *
*      364 *       364 * 10.140043 *         0 *
*      365 *       365 * 6.3815408 *         0 *
*      366 *       366 * 6.1801030 *         0 *
*      367 *       367 * 5.5601123 *         0 *
*      368 *       368 *         0 *         0 *
*      369 *       369 * 10.057486 * 0.2525552 *
*      370 *       370 *         0 *         0 *
*      371 *       371 *         0 * 3.0201503 *
*      372 *       372 *         0 * 2.9456720 *
*      373 *       373 * 10.123373 *         0 *
*      374 *       374 *         0 * 6.2193481 *
*      375 *       375 * 7.2100878 *         0 *
*      376 *       376 * 9.5200537 *         0 *
*      377 *       377 * 7.1518408 *         0 *
*      378 *       378 *         0 * 9.6891367 *
*      379 *       379 *         0 *         0 *
*      380 *       380 *         0 *         0 *
*      381 *       381 *         0 * 10.874875 *
*      382 *       382 *         0 * 8.0600752 *
*      383 *       383 * 1.8801673 *         0 *
*      384 *       384 * 6.9978148 * 1.1290376 *
*      385 *       385 * 7.7100805 *         0 *
*      386 *       386 * 2.7719151 * 9.0842782 *
*      387 *       387 * 6.5647554 * 2.2300331 *
*      388 *       388 * 4.6601259 *         0 *
*      389 *       389 *         0 * 9.7742725 *
*      390 *       390 *         0 *         0 *
*      391 *       391 *         0 * 4.4401289 *
*      392 *       392 *         0 * 10.480039 *
*      393 *       393 * 7.0400903 *         0 *
*      394 *       394 *         0 *         0 *
*      395 *       395 * 1.7301695 *         0 *
*      396 *       396 *         0 * 5.9098072 *
*      397 *       397 * 4.5384073 *         0 *
*      398 *       398 * 1.7601690 *         0 *
*      399 *       399 * 0.1829065 * 2.9272423 *
*      400 *       400 * 7.5800825 *         0 *
*      401 *       401 * 1.5101728 *         0 *
*      402 *       402 *         0 * 9.9575994 *
*      403 *       403 * 6.9100922 *         0 *
*      404 *       404 * 7.6485158 *         0 *
*      405 *       405 * 10.994987 *         0 *
*      406 *       406 * 6.2553300 *         0 *
*      407 *       407 * 3.3730311 * 0.1171122 *
*      408 *       408 * 5.4998570 *         0 *
*      409 *       409 * 8.6816209 *         0 *
*      410 *       410 *         0 * 11.570022 *
*      411 *       411 * 6.9043475 * 2.1857120 *
*      412 *       412 *         0 * 5.2853007 *
*      413 *       413 *         0 * 6.0707936 *
*      414 *       414 *         0 *         0 *
*      415 *       415 * 2.5191442 * 3.5609602 *
*      416 *       416 *         0 * 5.2201176 *
*      417 *       417 *         0 * 3.0723818 *
*      418 *       418 *  10.41004 *         0 *
*      419 *       419 *   9.03333 *         0 *
*      420 *       420 * 8.4516292 * 0.1884371 *
*      421 *       421 * 6.1511056 *         0 *
*      422 *       422 *         0 *         0 *
*      423 *       423 * 11.702625 *         0 *
*      424 *       424 * 6.1601035 *         0 *
*      425 *       425 *         0 *         0 *
*      426 *       426 * 8.6900654 *         0 *
*      427 *       427 *         0 *         0 *
*      428 *       428 * 1.5583503 *         0 *
*      429 *       429 * 10.336883 *         0 *
*      430 *       430 * 6.0901044 *         0 *
*      431 *       431 * 0.4775847 * 4.6425343 *
*      432 *       432 * 1.0201801 *         0 *
*      433 *       433 * 1.9096990 *         0 *
*      434 *       434 *         0 *         0 *
*      435 *       435 *         0 *         0 *
*      436 *       436 * 2.7501543 *         0 *
*      437 *       437 *         0 * 7.2605958 *
*      438 *       438 * 5.9037433 *         0 *
*      439 *       439 * 6.9700913 *         0 *
*      440 *       440 * 8.1400737 *         0 *
*      441 *       441 *         0 * 6.5163445 *
*      442 *       442 * 6.7000952 *         0 *
*      443 *       443 *         0 * 8.4576929 *
*      444 *       444 *         0 *         0 *
*      445 *       445 *         0 * 7.9221852 *
*      446 *       446 * 6.3801001 *         0 *
*      447 *       447 * 3.4401440 *         0 *
*      448 *       448 * 7.4669381 *         0 *
*      449 *       449 * 1.8072656 * 5.9704692 *
*      450 *       450 * 9.4600546 *         0 *
*      451 *       451 * 0.0149976 *         0 *
*      452 *       452 * 1.0538415 * 9.3961975 *
*      453 *       453 * 7.9094171 * 0.4155173 *
*      454 *       454 * 10.080383 *         0 *
*      455 *       455 * 8.0800747 *         0 *
*      456 *       456 * 8.0000761 *         0 *
*      457 *       457 * 9.8070063 *         0 *
*      458 *       458 *         0 * 6.0605633 *
*      459 *       459 * 3.7501394 *         0 *
*      460 *       460 *         0 * 3.2101474 *
*      461 *       461 *         0 *         0 *
*      462 *       462 * 6.3837583 *         0 *
*      463 *       463 * 5.7801093 *         0 *
*      464 *       464 * 5.2001176 *         0 *
*      465 *       465 * 3.3401455 *         0 *
*      466 *       466 * 2.4001596 *         0 *
*      467 *       467 * 3.2148480 * 4.2652359 *
*      468 *       468 * 7.8200786 *         0 *
*      469 *       469 *         0 * 8.7700644 *
*      470 *       470 * 4.6210780 *         0 *
*      471 *       471 *         0 *         0 *
*      472 *       472 *         0 *         0 *
*      473 *       473 *         0 *         0 *
*      474 *       474 * 2.7501543 *         0 *
*      475 *       475 * 8.9100625 *         0 *
*      476 *       476 *         0 * 10.953849 *
*      477 *       477 * 0.6201860 *         0 *
*      478 *       478 *         0 * 6.5100981 *
*      479 *       479 * 6.8000937 *         0 *
*      480 *       480 * 3.9076191 * 4.9324443 *
*      481 *       481 * 4.3801298 *         0 *
*      482 *       482 * 6.3801001 *         0 *
*      483 *       483 * 7.3100864 *         0 *
*      484 *       484 * 10.531170 *         0 *
*      485 *       485 * 2.0201652 *         0 *
*      486 *       486 * 4.6808296 *         0 *
*      487 *       487 *         0 * 6.3701005 *
*      488 *       488 *         0 *         0 *
*      489 *       489 *         0 *         0 *
*      490 *       490 * 5.6601108 *         0 *
*      491 *       491 *         0 * 3.5359158 *
*      492 *       492 *         0 *         0 *
*      493 *       493 * 0.9278935 * 9.7421426 *
*      494 *       494 * 0.5680366 * 6.6920502 *
*      495 *       495 * 7.8100791 *         0 *
*      496 *       496 *         0 * 8.9200625 *
*      497 *       497 *         0 *         0 *
*      498 *       498 *         0 *         0 *
*      499 *       499 * 4.3621536 *         0 *
************************************************
