************************************************
*    Row   * eventId.e * SmallDete * BigDetect *
*      317 *       317 *         0 *         0 *
*      318 *       318 * 2.4301591 *         0 *
*      319 *       319 *         0 *         0 *
*      320 *       320 * 0.2745931 *         0 *
*      321 *       321 *         0 * 4.0101355 *
*      322 *       322 * 3.8236710 *         0 *
*      323 *       323 * 9.1126979 *         0 *
*      324 *       324 *         0 * 11.020031 *
*      325 *       325 *         0 * 4.2594385 *
*      326 *       326 *         0 * 6.2676200 *
*      327 *       327 * 2.2101623 *         0 *
*      328 *       328 *         0 * 2.5415006 *
*      329 *       329 *         0 *         0 *
*      330 *       330 * 5.9601064 *         0 *
*      331 *       331 *         0 *         0 *
*      332 *       332 * 9.0802098 *         0 *
*      333 *       333 *         0 * 4.9601215 *
*      334 *       334 *         0 * 8.4079779 *
*      335 *       335 * 4.9996786 *         0 *
*      336 *       336 *         0 *         0 *
*      337 *       337 * 6.2246937 * 0.6153995 *
*      338 *       338 * 1.0414547 * 6.2881947 *
*      339 *       339 * 5.3501157 *         0 *
*      340 *       340 *         0 *         0 *
*      341 *       341 * 8.3800703 *         0 *
*      342 *       342 * 5.6057284 * 0.0713990 *
*      343 *       343 *         0 * 6.1517433 *
*      344 *       344 * 8.9200625 *         0 *
*      345 *       345 * 3.3501455 *         0 *
*      346 *       346 * 0.1321049 *         0 *
*      347 *       347 * 4.0001357 *         0 *
*      348 *       348 * 4.4781640 *         0 *
*      349 *       349 * 4.6001269 *         0 *
*      350 *       350 *         0 *         0 *
*      351 *       351 *         0 * 8.4927465 *
*      352 *       352 * 6.6400961 *         0 *
*      353 *       353 * 5.6301113 *         0 *
*      354 *       354 * 9.0900595 *         0 *
*      355 *       355 * 6.1325140 *         0 *
*      356 *       356 *         0 * 4.2959948 *
*      357 *       357 *         0 * 2.3701599 *
*      358 *       358 *         0 * 10.425647 *
*      359 *       359 * 6.1801030 *         0 *
*      360 *       360 *         0 *         0 *
*      361 *       361 * 2.7191201 *         0 *
*      362 *       362 *         0 * 3.7301396 *
*      363 *       363 * 3.2306251 *         0 *
*      364 *       364 * 11.100030 *         0 *
*      365 *       365 * 8.3762162 *         0 *
*      366 *       366 * 6.0701049 *         0 *
*      367 *       367 * 5.2601167 *         0 *
*      368 *       368 *         0 * 2.9469459 *
*      369 *       369 * 0.6343463 * 7.2758272 *
*      370 *       370 *         0 *         0 *
*      371 *       371 *         0 * 6.3401005 *
*      372 *       372 *         0 *         0 *
*      373 *       373 * 3.4141215 * 2.9959780 *
*      374 *       374 *         0 *         0 *
*      375 *       375 * 3.7601391 *         0 *
*      376 *       376 * 10.240043 *         0 *
*      377 *       377 * 5.0284874 *         0 *
*      378 *       378 *         0 *         0 *
*      379 *       379 *         0 *         0 *
*      380 *       380 *         0 * 7.5600825 *
*      381 *       381 *         0 * 7.9600766 *
*      382 *       382 *         0 * 8.8886294 *
*      383 *       383 * 6.6000971 *         0 *
*      384 *       384 *         0 * 7.6000820 *
*      385 *       385 * 7.4214288 *         0 *
*      386 *       386 * 2.4164250 * 3.4716714 *
*      387 *       387 *         0 * 9.2995141 *
*      388 *       388 * 8.6659742 *         0 *
*      389 *       389 *         0 * 6.3801001 *
*      390 *       390 *         0 *         0 *
*      391 *       391 *         0 * 8.7505877 *
*      392 *       392 *         0 * 3.4401440 *
*      393 *       393 * 9.5746355 *         0 *
*      394 *       394 *         0 * 5.0333120 *
*      395 *       395 * 9.2500576 *         0 *
*      396 *       396 *         0 * 7.8689139 *
*      397 *       397 * 7.0800898 *         0 *
*      398 *       398 * 3.6301411 *         0 *
*      399 *       399 * 0.0787975 * 0.4175585 *
*      400 *       400 * 5.8063518 *         0 *
*      401 *       401 * 5.9917017 *         0 *
*      402 *       402 *         0 * 7.0800898 *
*      403 *       403 * 10.837605 *         0 *
*      404 *       404 * 4.6501259 *         0 *
*      405 *       405 * 8.9480241 *         0 *
*      406 *       406 * 6.5700971 *         0 *
*      407 *       407 *         0 * 3.5703966 *
*      408 *       408 * 0.6078984 *         0 *
*      409 *       409 * 9.9600468 *         0 *
*      410 *       410 *         0 * 10.345397 *
*      411 *       411 * 1.4650526 * 8.1066042 *
*      412 *       412 *         0 * 5.8501079 *
*      413 *       413 *         0 * 5.0300554 *
*      414 *       414 *         0 *         0 *
*      415 *       415 * 4.0601347 *         0 *
*      416 *       416 *         0 *         0 *
*      417 *       417 *         0 * 9.0700605 *
*      418 *       418 * 8.0400756 *         0 *
*      419 *       419 * 5.3136782 *         0 *
*      420 *       420 * 9.5700527 *         0 *
*      421 *       421 * 10.277966 *         0 *
*      422 *       422 *         0 * 5.9662737 *
*      423 *       423 * 5.6201113 *         0 *
*      424 *       424 * 6.2101025 *         0 *
*      425 *       425 *         0 * 8.5100683 *
*      426 *       426 * 3.8801374 *         0 *
*      427 *       427 *         0 *         0 *
*      428 *       428 * 7.7138058 * 1.0819328 *
*      429 *       429 * 4.6601259 *         0 *
*      430 *       430 * 2.1168904 *         0 *
*      431 *       431 * 1.4999995 *         0 *
*      432 *       432 * 4.0031285 *         0 *
*      433 *       433 * 5.2401171 *         0 *
*      434 *       434 * 7.4250299 * 0.1250525 *
*      435 *       435 *         0 * 7.5600825 *
*      436 *       436 * 3.0700929 *         0 *
*      437 *       437 *         0 *         0 *
*      438 *       438 * 2.2850476 *         0 *
*      439 *       439 * 6.5040958 *         0 *
*      440 *       440 * 4.6505087 *         0 *
*      441 *       441 *         0 *         0 *
*      442 *       442 *  4.730125 *         0 *
*      443 *       443 *    3.4368 * 0.3533389 *
*      444 *       444 *         0 *         0 *
*      445 *       445 *         0 * 5.3001162 *
*      446 *       446 * 7.8867298 *         0 *
*      447 *       447 * 2.6552690 *         0 *
*      448 *       448 * 9.7608822 *         0 *
*      449 *       449 * 3.8801374 *         0 *
*      450 *       450 * 7.7590456 *         0 *
*      451 *       451 * 4.5201279 *         0 *
*      452 *       452 *         0 *         0 *
*      453 *       453 * 9.8225255 *         0 *
*      454 *       454 * 7.1800883 *         0 *
*      455 *       455 * 5.9501064 *         0 *
*      456 *       456 * 4.4119792 * 0.4881428 *
*      457 *       457 * 1.8401679 *         0 *
*      458 *       458 *         0 *         0 *
*      459 *       459 * 3.6327556 *         0 *
*      460 *       460 *         0 * 5.1401186 *
*      461 *       461 *         0 * 6.4825460 *
*      462 *       462 * 0.8388661 *         0 *
*      463 *       463 * 2.7054307 *         0 *
*      464 *       464 * 3.8701377 *         0 *
*      465 *       465 * 5.7701093 *         0 *
*      466 *       466 * 4.8500880 * 1.1609615 *
*      467 *       467 * 4.2301323 *         0 *
*      468 *       468 * 9.6900507 *         0 *
*      469 *       469 *         0 * 7.2800869 *
*      470 *       470 * 5.2654589 *         0 *
*      471 *       471 *         0 *         0 *
*      472 *       472 *         0 * 10.114579 *
*      473 *       473 *         0 * 7.7600795 *
*      474 *       474 * 9.8400488 *         0 *
*      475 *       475 * 4.0779951 *         0 *
*      476 *       476 *         0 * 8.4625832 *
*      477 *       477 * 7.8083028 *         0 *
*      478 *       478 * 6.0947406 * 0.5179739 *
*      479 *       479 * 5.2901167 *         0 *
*      480 *       480 * 7.3761009 *         0 *
*      481 *       481 * 5.9373936 *         0 *
*      482 *       482 * 4.6501259 *         0 *
*      483 *       483 * 7.5250020 *         0 *
*      484 *       484 * 8.0925158 *         0 *
*      485 *       485 * 8.3067056 *         0 *
*      486 *       486 * 6.5900971 *         0 *
*      487 *       487 * 2.7197560 * 1.4203777 *
*      488 *       488 *         0 * 7.9985492 *
*      489 *       489 *         0 * 8.3519144 *
*      490 *       490 * 4.3101308 *         0 *
*      491 *       491 *         0 * 4.0201355 *
*      492 *       492 *         0 *         0 *
*      493 *       493 * 2.3834192 * 3.6566862 *
*      494 *       494 *         0 * 10.494061 *
*      495 *       495 * 9.1860293 *         0 *
*      496 *       496 *         0 *         0 *
*      497 *       497 *         0 * 5.0382698 *
*      498 *       498 *         0 *         0 *
*      499 *       499 * 8.1600737 *         0 *
*      500 *       500 * 8.0800747 *         0 *
*      501 *       501 *         0 * 4.4036116 *
*      502 *       502 *         0 * 5.6301113 *
*      503 *       503 * 5.0601201 *         0 *
*      504 *       504 *         0 * 3.9223563 *
*      505 *       505 *  10.40004 *         0 *
*      506 *       506 * 4.8701225 *         0 *
*      507 *       507 *         0 *         0 *
*      508 *       508 * 2.9201518 *         0 *
*      509 *       509 *  4.710125 *         0 *
*      510 *       510 * 10.550038 *         0 *
*      511 *       511 * 9.2369001 *         0 *
*      512 *       512 * 10.690036 *         0 *
*      513 *       513 *         0 * 10.048018 *
*      514 *       514 * 8.7000654 *         0 *
*      515 *       515 * 3.7501394 *         0 *
*      516 *       516 *         0 * 10.212243 *
*      517 *       517 *         0 *         0 *
*      518 *       518 *         0 *         0 *
*      519 *       519 * 8.2000732 *         0 *
*      520 *       520 * 2.4701584 *         0 *
*      521 *       521 *         0 * 4.1201337 *
*      522 *       522 *         0 * 8.0117222 *
*      523 *       523 * 2.5328712 * 1.1463654 *
*      524 *       524 * 9.5769848 *         0 *
*      525 *       525 *         0 * 5.9601064 *
*      526 *       526 * 3.4558930 *         0 *
*      527 *       527 * 0.4850083 *         0 *
*      528 *       528 * 8.9246309 *         0 *
*      529 *       529 *         0 *         0 *
*      530 *       530 *         0 * 9.6142984 *
*      531 *       531 *         0 * 7.3159890 *
*      532 *       532 * 7.9723888 *         0 *
*      533 *       533 * 2.3085504 * 1.1515933 *
*      534 *       534 * 11.810019 *         0 *
*      535 *       535 * 5.1722843 *         0 *
*      536 *       536 * 10.974653 *         0 *
*      537 *       537 *         0 *         0 *
*      538 *       538 * 3.0596984 * 5.6867223 *
*      539 *       539 * 5.5001132 *         0 *
*      540 *       540 * 6.0801044 *         0 *
*      541 *       541 * 1.4071670 *         0 *
*      542 *       542 * 4.8801225 *         0 *
*      543 *       543 * 4.7901240 *         0 *
*      544 *       544 * 3.2473681 * 2.9753291 *
*      545 *       545 * 5.7401098 *         0 *
*      546 *       546 * 0.5554446 *         0 *
*      547 *       547 * 1.3701749 *         0 *
*      548 *       548 * 8.6453581 *         0 *
*      549 *       549 * 8.0209194 *         0 *
*      550 *       550 *         0 * 6.6400961 *
*      551 *       551 * 7.0600898 *         0 *
*      552 *       552 * 6.6100966 *         0 *
*      553 *       553 * 5.4642155 * 2.6658586 *
*      554 *       554 *         0 * 6.0901044 *
*      555 *       555 * 1.0534456 *         0 *
*      556 *       556 * 4.8267022 *         0 *
*      557 *       557 * 3.6883642 * 2.0017460 *
*      558 *       558 *         0 * 10.333044 *
*      559 *       559 *         0 * 9.7536133 *
*      560 *       560 * 8.5100683 *         0 *
*      561 *       561 * 3.7935638 * 4.0216155 *
*      562 *       562 * 6.4900986 *         0 *
*      563 *       563 *         0 * 7.7500795 *
*      564 *       564 *         0 * 3.2201472 *
*      565 *       565 * 2.6506222 *         0 *
*      566 *       566 *         0 *         0 *
*      567 *       567 * 8.2400722 *         0 *
*      568 *       568 * 3.8256298 *         0 *
*      569 *       569 * 5.8910478 *         0 *
*      570 *       570 *         0 *         0 *
*      571 *       571 * 11.851524 *         0 *
*      572 *       572 * 8.4487085 *         0 *
*      573 *       573 * 4.0301352 *         0 *
*      574 *       574 *         0 *         0 *
*      575 *       575 * 5.4501142 *         0 *
*      576 *       576 *         0 * 9.8296700 *
*      577 *       577 * 3.8401381 *         0 *
*      578 *       578 *         0 * 2.8101535 *
*      579 *       579 * 2.0330522 * 1.4393490 *
*      580 *       580 *         0 *         0 *
*      581 *       581 * 4.9026147 * 0.7751075 *
*      582 *       582 * 5.7727159 *         0 *
*      583 *       583 * 3.7701391 *         0 *
*      584 *       584 *         0 * 6.5500976 *
*      585 *       585 * 10.968486 *         0 *
*      586 *       586 *         0 *         0 *
*      587 *       587 * 2.8201533 *         0 *
*      588 *       588 *         0 *         0 *
*      589 *       589 * 3.0648787 * 2.9748892 *
*      590 *       590 * 8.3293981 *         0 *
*      591 *       591 *         0 *         0 *
*      592 *       592 *         0 *         0 *
*      593 *       593 *         0 * 9.8500488 *
*      594 *       594 *         0 *         0 *
*      595 *       595 * 8.5800673 *         0 *
*      596 *       596 * 1.2097532 * 2.6603844 *
*      597 *       597 * 11.971344 *         0 *
*      598 *       598 *         0 * 4.5165690 *
*      599 *       599 *         0 *         0 *
*      600 *       600 *         0 *         0 *
*      601 *       601 * 1.8701674 *         0 *
*      602 *       602 *         0 *         0 *
*      603 *       603 * 0.1462998 *         0 *
*      604 *       604 * 7.2200878 *         0 *
*      605 *       605 * 8.8400634 *         0 *
*      606 *       606 * 6.7300952 *         0 *
*      607 *       607 * 11.060030 *         0 *
*      608 *       608 * 10.930032 *         0 *
*      609 *       609 * 2.6101564 *         0 *
*      610 *       610 *         0 *         0 *
*      611 *       611 * 9.9600468 *         0 *
*      612 *       612 * 6.5730999 *         0 *
*      613 *       613 * 5.7276375 * 3.5183022 *
*      614 *       614 *         0 * 5.1601181 *
*      615 *       615 * 4.5201279 *         0 *
*      616 *       616 * 3.0301501 *         0 *
*      617 *       617 * 7.1600883 *         0 *
*      618 *       618 * 2.9701511 *         0 *
*      619 *       619 * 3.7181774 * 6.3018684 *
*      620 *       620 * 5.1975997 *         0 *
*      621 *       621 * 1.1830418 *         0 *
*      622 *       622 * 4.9101220 *         0 *
*      623 *       623 *         0 * 0.1361510 *
*      624 *       624 * 0.2133642 * 0.5916190 *
*      625 *       625 * 0.0065230 * 3.2027544 *
*      626 *       626 * 0.6835751 * 6.2412409 *
*      627 *       627 *         0 *         0 *
*      628 *       628 * 4.9801210 *         0 *
*      629 *       629 *         0 * 4.3960242 *
*      630 *       630 * 5.3001162 *         0 *
*      631 *       631 * 4.0201355 *         0 *
*      632 *       632 *         0 *         0 *
*      633 *       633 *         0 *         0 *
*      634 *       634 * 5.8501079 *         0 *
*      635 *       635 * 6.5500976 *         0 *
*      636 *       636 * 2.1188215 * 6.3212477 *
*      637 *       637 *         0 *         0 *
*      638 *       638 * 1.3118661 *         0 *
*      639 *       639 *         0 * 4.2801313 *
