************************************************
*    Row   * eventId.e * SmallDete * BigDetect *
*       60 *        60 *         0 * 8.8732023 *
*       61 *        61 * 1.9201667 *         0 *
*       62 *        62 * 3.4744470 *         0 *
*       63 *        63 * 4.4601289 *         0 *
*       64 *        64 *         0 *         0 *
*       65 *        65 * 2.4001596 *         0 *
*       66 *        66 * 5.1401186 *         0 *
*       67 *        67 * 6.9600918 *         0 *
*       68 *        68 * 4.4301293 *         0 *
*       69 *        69 * 1.8301680 *         0 *
*       70 *        70 *         0 * 2.7662702 *
*       71 *        71 * 5.9563043 *         0 *
*       72 *        72 *         0 * 6.0207191 *
*       73 *        73 * 5.9950597 *         0 *
*       74 *        74 * 9.0600605 *         0 *
*       75 *        75 * 5.0600457 *         0 *
*       76 *        76 * 6.1226187 *         0 *
*       77 *        77 * 5.3901147 *         0 *
*       78 *        78 *         0 * 10.260042 *
*       79 *        79 * 0.5967607 * 5.2084025 *
*       80 *        80 *         0 * 6.8357927 *
*       81 *        81 *         0 * 6.5400976 *
*       82 *        82 * 2.8934614 * 4.3448812 *
*       83 *        83 *         0 * 6.6446185 *
*       84 *        84 * 3.4718146 *         0 *
*       85 *        85 * 3.6601408 *         0 *
*       86 *        86 * 7.6900805 *         0 *
*       87 *        87 *         0 * 6.0201054 *
*       88 *        88 * 9.3000566 *         0 *
*       89 *        89 * 10.303707 *         0 *
*       90 *        90 * 5.6637199 *         0 *
*       91 *        91 * 8.0200756 *         0 *
*       92 *        92 * 5.1103700 * 2.8397066 *
*       93 *        93 *         0 * 5.1635137 *
*       94 *        94 * 6.0247985 *         0 *
*       95 *        95 *         0 *         0 *
*       96 *        96 * 7.5100835 *         0 *
*       97 *        97 * 7.8944431 *         0 *
*       98 *        98 * 7.2476274 *         0 *
*       99 *        99 * 11.640021 *         0 *
*      100 *       100 * 1.0638664 *         0 *
*      101 *       101 * 2.5301577 *         0 *
*      102 *       102 * 1.7501691 *         0 *
*      103 *       103 * 1.7754099 *         0 *
*      104 *       104 * 8.0000761 *         0 *
*      105 *       105 * 8.0002888 *         0 *
*      106 *       106 *         0 * 7.3700854 *
*      107 *       107 *         0 * 4.3766725 *
*      108 *       108 *         0 * 4.5135586 *
*      109 *       109 * 4.1232628 * 1.2868519 *
*      110 *       110 *         0 * 7.4600839 *
*      111 *       111 * 10.025943 *         0 *
*      112 *       112 * 3.1731434 * 1.2569859 *
*      113 *       113 *         0 * 7.1100893 *
*      114 *       114 *  6.120104 *         0 *
*      115 *       115 * 7.9700766 *         0 *
*      116 *       116 *         0 * 8.6718114 *
*      117 *       117 * 8.2000732 *         0 *
*      118 *       118 *         0 *         0 *
*      119 *       119 *         0 * 7.4411945 *
*      120 *       120 *         0 * 7.5700825 *
*      121 *       121 * 4.7501245 *         0 *
*      122 *       122 * 8.1085373 *         0 *
*      123 *       123 *         0 *         0 *
*      124 *       124 *         0 * 6.4200996 *
*      125 *       125 * 3.7701391 *         0 *
*      126 *       126 * 8.1377478 *         0 *
*      127 *       127 *         0 *  9.570782 *
*      128 *       128 * 3.0201503 *         0 *
*      129 *       129 *         0 *         0 *
*      130 *       130 *         0 * 10.744239 *
*      131 *       131 * 8.9400625 *         0 *
*      132 *       132 * 6.0269242 *         0 *
*      133 *       133 * 8.0200756 *         0 *
*      134 *       134 * 2.6301560 *         0 *
*      135 *       135 * 8.4300693 *         0 *
*      136 *       136 *         0 *         0 *
*      137 *       137 * 3.5501423 *         0 *
*      138 *       138 *         0 * 3.2601467 *
*      139 *       139 *         0 *         0 *
*      140 *       140 *         0 * 7.4000849 *
*      141 *       141 * 9.7900498 *         0 *
*      142 *       142 *         0 *         0 *
*      143 *       143 * 7.8200786 *         0 *
*      144 *       144 * 2.3931681 * 1.8069646 *
*      145 *       145 * 6.1901030 *         0 *
*      146 *       146 * 7.2898525 *         0 *
*      147 *       147 * 9.8861403 *         0 *
*      148 *       148 * 7.2000878 *         0 *
*      149 *       149 * 8.3959477 *         0 *
*      150 *       150 *         0 *         0 *
*      151 *       151 * 7.8200786 *         0 *
*      152 *       152 *         0 * 4.4392010 *
*      153 *       153 *         0 *         0 *
*      154 *       154 * 4.2201323 *         0 *
*      155 *       155 *  6.140104 *         0 *
*      156 *       156 * 9.0120866 *         0 *
*      157 *       157 *         0 * 0.0712252 *
*      158 *       158 *         0 *         0 *
*      159 *       159 * 1.5601721 *         0 *
*      160 *       160 * 9.3174095 *         0 *
*      161 *       161 * 4.3601303 *         0 *
*      162 *       162 * 3.1501484 *         0 *
*      163 *       163 * 3.3301414 *         0 *
*      164 *       164 * 3.7587928 *         0 *
*      165 *       165 *         0 * 6.6636298 *
*      166 *       166 * 1.5298874 * 6.3007334 *
*      167 *       167 * 4.1223223 * 2.0081277 *
*      168 *       168 * 3.3102677 *         0 *
*      169 *       169 * 7.5800825 *         0 *
*      170 *       170 * 1.3027414 *  6.067344 *
*      171 *       171 * 8.2900712 *         0 *
*      172 *       172 * 3.8901374 *         0 *
*      173 *       173 *         0 *         0 *
*      174 *       174 * 2.0679850 * 6.4819246 *
*      175 *       175 *         0 *         0 *
*      176 *       176 *         0 *         0 *
*      177 *       177 *         0 *         0 *
*      178 *       178 * 3.1201489 *         0 *
*      179 *       179 * 6.0601049 *         0 *
*      180 *       180 * 6.8200937 *         0 *
*      181 *       181 *         0 * 10.056241 *
*      182 *       182 * 8.4000703 *         0 *
*      183 *       183 * 4.8401230 *         0 *
*      184 *       184 * 8.3000712 *         0 *
*      185 *       185 * 7.7319516 *         0 *
*      186 *       186 * 2.7724024 *         0 *
*      187 *       187 * 11.802419 *         0 *
*      188 *       188 *         0 *         0 *
*      189 *       189 *         0 *         0 *
*      190 *       190 * 0.1694732 *         0 *
*      191 *       191 *         0 * 6.2181089 *
*      192 *       192 * 10.776709 *         0 *
*      193 *       193 * 5.0965212 *         0 *
*      194 *       194 * 7.3286530 *         0 *
*      195 *       195 *         0 * 9.1332315 *
*      196 *       196 *         0 * 6.8300932 *
*      197 *       197 * 0.3892453 * 6.1808518 *
*      198 *       198 * 7.4890391 *         0 *
*      199 *       199 * 9.2300576 *         0 *
*      200 *       200 * 6.6000971 *         0 *
*      201 *       201 *         0 * 5.5599001 *
*      202 *       202 * 2.8701525 *         0 *
*      203 *       203 *         0 *         0 *
*      204 *       204 * 5.3301157 *         0 *
*      205 *       205 * 7.2400874 *         0 *
*      206 *       206 * 7.7300800 *         0 *
*      207 *       207 * 6.1701035 *         0 *
*      208 *       208 * 1.1801777 *         0 *
*      209 *       209 *         0 * 3.8801374 *
*      210 *       210 * 0.2253885 * 4.3097487 *
*      211 *       211 *         0 *         0 *
*      212 *       212 * 3.0701496 *         0 *
*      213 *       213 *         0 * 8.0511396 *
*      214 *       214 *         0 *         0 *
*      215 *       215 * 4.9301220 *         0 *
*      216 *       216 *         0 * 5.1601181 *
*      217 *       217 * 3.7846238 *         0 *
*      218 *       218 * 4.1201337 *         0 *
*      219 *       219 * 9.4724916 *         0 *
*      220 *       220 * 6.2001030 *         0 *
*      221 *       221 * 5.2501171 *         0 *
*      222 *       222 * 4.3975597 *         0 *
*      223 *       223 * 5.6427337 *         0 *
*      224 *       224 *         0 * 5.2801167 *
*      225 *       225 *         0 *         0 *
*      226 *       226 * 7.0700898 *         0 *
*      227 *       227 * 0.9210382 *         0 *
*      228 *       228 *         0 *         0 *
*      229 *       229 * 8.7900644 *         0 *
*      230 *       230 * 4.5101279 *         0 *
*      231 *       231 * 8.3900703 *         0 *
*      232 *       232 *         0 *         0 *
*      233 *       233 * 6.9400722 *         0 *
*      234 *       234 * 5.3813197 *         0 *
*      235 *       235 *         0 *         0 *
*      236 *       236 * 3.0601496 *         0 *
*      237 *       237 * 2.7201547 *         0 *
*      238 *       238 * 4.9203332 *         0 *
*      239 *       239 *         0 * 7.4979289 *
*      240 *       240 *         0 *         0 *
*      241 *       241 * 8.6700664 *         0 *
*      242 *       242 *         0 * 3.9401364 *
*      243 *       243 *         0 * 6.1135536 *
*      244 *       244 * 5.1701181 *         0 *
*      245 *       245 *         0 *         0 *
*      246 *       246 *         0 *         0 *
*      247 *       247 *         0 * 8.1900732 *
*      248 *       248 * 8.2100732 *         0 *
*      249 *       249 * 10.400616 *         0 *
*      250 *       250 * 10.080044 *         0 *
*      251 *       251 * 4.8092501 * 1.3503320 *
*      252 *       252 * 7.1400888 *         0 *
*      253 *       253 * 7.9500766 *         0 *
*      254 *       254 * 4.8101235 *         0 *
*      255 *       255 *         0 *         0 *
*      256 *       256 * 6.2501020 *         0 *
*      257 *       257 * 5.9317825 *         0 *
*      258 *       258 * 4.3030300 * 5.6270168 *
*      259 *       259 *         0 * 9.0784657 *
*      260 *       260 * 0.4543409 * 3.4257965 *
*      261 *       261 *         0 *         0 *
*      262 *       262 *         0 *         0 *
*      263 *       263 *         0 *         0 *
*      264 *       264 * 3.4001445 *         0 *
*      265 *       265 * 10.259191 *         0 *
*      266 *       266 * 6.4600991 *         0 *
*      267 *       267 * 6.7894884 * 1.2805867 *
*      268 *       268 * 9.1300595 *         0 *
*      269 *       269 *         0 *         0 *
*      270 *       270 * 10.566871 *         0 *
*      271 *       271 *         0 * 6.1801030 *
*      272 *       272 * 6.1515021 *         0 *
*      273 *       273 * 5.9001074 *         0 *
*      274 *       274 *         0 * 4.0849239 *
*      275 *       275 * 3.3851574 * 4.4774871 *
*      276 *       276 *         0 *         0 *
*      277 *       277 * 5.9601064 *         0 *
*      278 *       278 * 0.9268468 *  4.322766 *
*      279 *       279 * 8.8000644 *         0 *
*      280 *       280 *         0 * 6.4400991 *
*      281 *       281 * 4.7319000 *         0 *
*      282 *       282 * 2.7890701 * 8.4185892 *
*      283 *       283 * 4.9278671 *         0 *
*      284 *       284 * 6.7500947 *         0 *
*      285 *       285 * 3.0401499 *         0 *
*      286 *       286 * 3.4101445 *         0 *
*      287 *       287 * 6.2301025 *         0 *
*      288 *       288 * 11.712581 *         0 *
*      289 *       289 *         0 *         0 *
*      290 *       290 * 0.7198074 * 4.5403093 *
*      291 *       291 *         0 *         0 *
*      292 *       292 * 6.4001001 *         0 *
*      293 *       293 * 3.5501423 *         0 *
*      294 *       294 * 1.8877878 *         0 *
*      295 *       295 * 0.2403901 *         0 *
*      296 *       296 * 9.1800585 *         0 *
*      297 *       297 * 5.2301171 *         0 *
*      298 *       298 *         0 *         0 *
*      299 *       299 * 9.6464761 *         0 *
*      300 *       300 * 7.1900878 *         0 *
*      301 *       301 *         0 *         0 *
*      302 *       302 *         0 *         0 *
*      303 *       303 * 8.3653246 *         0 *
*      304 *       304 * 1.7201696 *         0 *
*      305 *       305 * 7.3100864 *         0 *
*      306 *       306 *         0 * 5.2706377 *
*      307 *       307 * 4.8841651 * 3.1959095 *
*      308 *       308 * 8.6700664 *         0 *
*      309 *       309 * 4.2603192 * 4.2797491 *
*      310 *       310 * 8.9100625 *         0 *
*      311 *       311 *         0 * 6.3301010 *
*      312 *       312 *         0 * 3.7901389 *
*      313 *       313 * 3.7724677 *         0 *
*      314 *       314 * 4.8701225 *         0 *
*      315 *       315 *         0 * 8.0758866 *
*      316 *       316 * 5.1998804 * 1.5002147 *
*      317 *       317 *         0 *         0 *
*      318 *       318 *  6.120104 *         0 *
*      319 *       319 *         0 * 9.7450173 *
*      320 *       320 * 5.2482269 * 3.2218423 *
*      321 *       321 *         0 * 2.9074008 *
*      322 *       322 * 3.5477680 *         0 *
*      323 *       323 * 4.6733289 *         0 *
*      324 *       324 *         0 *         0 *
*      325 *       325 *         0 * 9.3100566 *
*      326 *       326 *         0 *         0 *
*      327 *       327 * 9.2400576 *         0 *
*      328 *       328 *         0 * 3.5501423 *
*      329 *       329 * 7.6878072 * 1.6116334 *
*      330 *       330 * 3.7572818 * 3.8328002 *
*      331 *       331 *         0 *         0 *
*      332 *       332 * 3.6101416 *         0 *
*      333 *       333 *         0 * 5.7742674 *
*      334 *       334 *         0 *         0 *
*      335 *       335 * 1.9244258 *         0 *
*      336 *       336 *         0 *         0 *
*      337 *       337 * 4.4073108 *         0 *
*      338 *       338 *         0 *         0 *
*      339 *       339 * 8.1021007 *         0 *
*      340 *       340 *         0 * 0.1792953 *
*      341 *       341 * 4.4701289 *         0 *
*      342 *       342 *         0 * 4.4601289 *
*      343 *       343 *         0 *         0 *
*      344 *       344 * 4.7501245 *         0 *
*      345 *       345 * 8.7800644 *         0 *
*      346 *       346 * 3.4726444 * 2.4853199 *
*      347 *       347 * 4.6801254 *         0 *
*      348 *       348 * 0.1311499 * 2.5790051 *
*      349 *       349 * 8.9000625 *         0 *
*      350 *       350 *         0 * 5.6983526 *
*      351 *       351 *         0 *         0 *
*      352 *       352 * 2.9600151 *         0 *
*      353 *       353 *  6.479902 *         0 *
*      354 *       354 * 4.7069648 *         0 *
*      355 *       355 * 7.4869452 *         0 *
*      356 *       356 *         0 *         0 *
*      357 *       357 *         0 *         0 *
*      358 *       358 *         0 * 6.6841011 *
*      359 *       359 * 7.3200864 *         0 *
*      360 *       360 * 2.8510449 * 3.9490488 *
*      361 *       361 * 7.9556084 * 0.8744550 *
*      362 *       362 * 3.2456233 * 4.7644523 *
*      363 *       363 * 2.0643689 *         0 *
*      364 *       364 * 5.9988461 *         0 *
*      365 *       365 * 8.0500752 *         0 *
*      366 *       366 * 4.6601259 *         0 *
*      367 *       367 * 6.5800971 *         0 *
*      368 *       368 *         0 * 6.8582168 *
*      369 *       369 *         0 * 5.5694484 *
*      370 *       370 *         0 * 7.2964696 *
*      371 *       371 * 1.5170330 * 3.0730938 *
*      372 *       372 *         0 * 6.5200981 *
*      373 *       373 * 5.5801123 *         0 *
*      374 *       374 *         0 *         0 *
*      375 *       375 * 2.8501528 *         0 *
*      376 *       376 * 3.1344846 *         0 *
*      377 *       377 * 3.9922476 *         0 *
*      378 *       378 *         0 *  1.878269 *
*      379 *       379 *         0 *         0 *
*      380 *       380 *         0 * 4.8101235 *
*      381 *       381 *         0 * 7.9488699 *
*      382 *       382 *         0 * 6.8000937 *
*      383 *       383 * 3.3301457 *         0 *
*      384 *       384 *         0 * 8.3713794 *
*      385 *       385 * 4.9001220 *         0 *
*      386 *       386 * 5.2401171 *         0 *
*      387 *       387 * 3.5951657 * 2.5049387 *
*      388 *       388 * 5.5501127 *         0 *
*      389 *       389 *         0 * 6.9600918 *
*      390 *       390 *         0 *         0 *
*      391 *       391 *         0 *         0 *
*      392 *       392 *         0 * 5.6801108 *
*      393 *       393 * 0.8301829 *         0 *
*      394 *       394 *         0 * 7.9594698 *
*      395 *       395 * 6.9100922 *         0 *
*      396 *       396 *         0 * 10.970032 *
*      397 *       397 * 5.5211959 *         0 *
*      398 *       398 * 3.9501364 *         0 *
*      399 *       399 * 1.6059402 * 2.1641989 *
*      400 *       400 * 3.8635632 *         0 *
*      401 *       401 * 5.9601064 *         0 *
*      402 *       402 *         0 * 9.2263813 *
*      403 *       403 * 2.9323042 * 0.4387081 *
*      404 *       404 * 3.5040945 * 5.0907796 *
*      405 *       405 * 9.4716329 * 2.4299152 *
*      406 *       406 *  6.140104 *         0 *
*      407 *       407 * 1.6214139 * 6.5554226 *
*      408 *       408 *  1.337668 * 5.9524184 *
*      409 *       409 * 4.6201264 *         0 *
*      410 *       410 *         0 * 9.7327162 *
*      411 *       411 *         0 *         0 *
*      412 *       412 * 4.1068861 * 1.3932270 *
*      413 *       413 *         0 * 8.0954237 *
*      414 *       414 *         0 * 9.0800595 *
*      415 *       415 * 1.9401663 *         0 *
*      416 *       416 *         0 * 8.0100756 *
*      417 *       417 *         0 * 9.0800595 *
*      418 *       418 * 0.6950425 * 3.4380149 *
*      419 *       419 * 2.7434423 * 2.5566739 *
*      420 *       420 * 9.0480964 *         0 *
*      421 *       421 * 1.8266614 *         0 *
*      422 *       422 *         0 * 9.4700537 *
*      423 *       423 * 7.5101595 *         0 *
*      424 *       424 * 11.711491 *         0 *
*      425 *       425 *         0 * 7.0100908 *
*      426 *       426 * 8.2708999 *         0 *
*      427 *       427 *         0 * 8.9500615 *
*      428 *       428 * 0.0222374 *         0 *
*      429 *       429 * 10.018074 *         0 *
*      430 *       430 * 8.2976781 *         0 *
*      431 *       431 * 0.8641113 * 4.7260004 *
*      432 *       432 * 8.0092861 *         0 *
*      433 *       433 * 5.9927520 *         0 *
*      434 *       434 * 8.0000761 *         0 *
*      435 *       435 *         0 *         0 *
*      436 *       436 * 2.7301545 *         0 *
*      437 *       437 *         0 * 6.4001001 *
*      438 *       438 * 5.7501093 *         0 *
*      439 *       439 * 1.5001729 *         0 *
*      440 *       440 * 5.2986955 *         0 *
*      441 *       441 *         0 * 4.0801345 *
*      442 *       442 * 4.2001328 *         0 *
*      443 *       443 * 1.0477204 * 5.0023845 *
*      444 *       444 *         0 * 6.1299446 *
*      445 *       445 *         0 *         0 *
*      446 *       446 * 8.3200712 *         0 *
*      447 *       447 * 6.0862846 *         0 *
*      448 *       448 * 7.9276501 *         0 *
*      449 *       449 * 5.0101206 *         0 *
*      450 *       450 * 6.5000986 *         0 *
*      451 *       451 * 9.7200507 *         0 *
*      452 *       452 *         0 * 2.3532747 *
*      453 *       453 * 0.4601884 *         0 *
*      454 *       454 * 3.4801435 *         0 *
*      455 *       455 * 3.4001445 *         0 *
*      456 *       456 * 4.9761396 *         0 *
*      457 *       457 * 7.3300859 *         0 *
*      458 *       458 *         0 * 7.3300859 *
*      459 *       459 * 3.3601452 *         0 *
*      460 *       460 *         0 * 6.4800986 *
*      461 *       461 *         0 *         0 *
*      462 *       462 * 1.6882683 *         0 *
*      463 *       463 * 2.2901611 *         0 *
*      464 *       464 * 8.8544281 *         0 *
*      465 *       465 * 3.4691128 *         0 *
*      466 *       466 * 9.4228811 *         0 *
*      467 *       467 * 11.105867 *         0 *
*      468 *       468 * 3.7801389 *         0 *
*      469 *       469 *         0 *         0 *
*      470 *       470 * 9.5900527 *         0 *
*      471 *       471 *         0 * 5.5001132 *
*      472 *       472 *         0 * 8.8100644 *
*      473 *       473 *         0 * 5.0538929 *
*      474 *       474 * 8.4100703 *         0 *
*      475 *       475 * 2.6501557 *         0 *
*      476 *       476 *         0 *         0 *
*      477 *       477 * 5.8501079 *         0 *
*      478 *       478 *         0 * 6.2731845 *
*      479 *       479 * 1.3301755 *         0 *
*      480 *       480 * 3.0701496 *         0 *
*      481 *       481 * 8.3279359 *         0 *
*      482 *       482 * 9.3492211 *         0 *
*      483 *       483 * 4.4443962 *         0 *
*      484 *       484 * 3.7401396 *         0 *
*      485 *       485 * 0.4420513 *         0 *
*      486 *       486 * 3.3001462 *         0 *
*      487 *       487 *         0 * 6.3701005 *
*      488 *       488 *         0 * 3.9033303 *
*      489 *       489 *         0 * 11.090030 *
*      490 *       490 * 2.1401633 *         0 *
*      491 *       491 *         0 *         0 *
*      492 *       492 *         0 * 1.9508195 *
*      493 *       493 * 9.5944178 *         0 *
*      494 *       494 *         0 * 5.8701079 *
*      495 *       495 * 9.8544512 * 0.1153099 *
*      496 *       496 *         0 * 7.6975981 *
*      497 *       497 *         0 * 7.2900864 *
*      498 *       498 *         0 * 4.0059277 *
*      499 *       499 * 11.896235 *         0 *
*      500 *       500 * 6.6400961 *         0 *
*      501 *       501 *         0 *         0 *
*      502 *       502 *         0 * 4.2801313 *
*      503 *       503 * 2.3301606 *         0 *
*      504 *       504 *         0 *         0 *
*      505 *       505 * 2.1550092 *         0 *
*      506 *       506 * 12.190013 *         0 *
*      507 *       507 *         0 *         0 *
*      508 *       508 * 1.7601690 *         0 *
*      509 *       509 * 2.0644511 *         0 *
*      510 *       510 * 2.0101654 *         0 *
*      511 *       511 * 5.4107707 *         0 *
*      512 *       512 * 8.5108551 *         0 *
*      513 *       513 *         0 * 6.7200952 *
*      514 *       514 * 1.3937345 * 1.1107174 *
*      515 *       515 * 7.1613085 *         0 *
*      516 *       516 *         0 * 1.3960211 *
*      517 *       517 * 2.7491815 * 3.6709180 *
*      518 *       518 * 7.8700781 *         0 *
*      519 *       519 * 4.0301352 *         0 *
*      520 *       520 * 8.8900625 *         0 *
*      521 *       521 *         0 *         0 *
*      522 *       522 * 3.8997641 * 5.4402915 *
*      523 *       523 *         0 * 4.3601303 *
*      524 *       524 * 6.4368541 *         0 *
*      525 *       525 *         0 * 3.4001445 *
*      526 *       526 * 8.1500737 *         0 *
*      527 *       527 * 1.0504675 *         0 *
*      528 *       528 * 2.8940791 * 1.2453255 *
*      529 *       529 *         0 *         0 *
*      530 *       530 *         0 * 7.4400844 *
*      531 *       531 *         0 * 8.9913858 *
*      532 *       532 * 7.2002824 *         0 *
*      533 *       533 * 3.7064643 *         0 *
*      534 *       534 * 0.0701998 *         0 *
*      535 *       535 * 4.3701303 *         0 *
*      536 *       536 * 2.8906663 *         0 *
*      537 *       537 *         0 *         0 *
*      538 *       538 * 1.0885993 * 3.4015290 *
*      539 *       539 * 5.5001132 *         0 *
*      540 *       540 * 7.0898946 *         0 *
*      541 *       541 * 1.6454767 * 2.7071553 *
*      542 *       542 * 2.5339067 *         0 *
*      543 *       543 * 3.9201369 *         0 *
*      544 *       544 *         0 *         0 *
*      545 *       545 * 7.4431951 *         0 *
*      546 *       546 * 5.4918319 *         0 *
*      547 *       547 * 5.9203413 * 1.4986679 *
*      548 *       548 * 6.9026690 *         0 *
*      549 *       549 * 9.6003430 *         0 *
*      550 *       550 *         0 * 7.6600810 *
*      551 *       551 * 9.8249594 *         0 *
*      552 *       552 * 11.498881 *         0 *
*      553 *       553 * 8.6500664 *         0 *
*      554 *       554 *         0 *         0 *
*      555 *       555 * 4.1801328 *         0 *
*      556 *       556 * 11.030031 *         0 *
*      557 *       557 * 9.8235441 * 2.8064627 *
*      558 *       558 * 2.2586964 * 3.3624398 *
*      559 *       559 *         0 * 2.3401604 *
*      560 *       560 * 4.1701333 *         0 *
*      561 *       561 * 6.7800942 *         0 *
*      562 *       562 * 6.0684961 *         0 *
*      563 *       563 *         0 *         0 *
*      564 *       564 *         0 * 6.3339973 *
*      565 *       565 * 1.4630595 *         0 *
*      566 *       566 *         0 *         0 *
*      567 *       567 * 8.1400737 *         0 *
*      568 *       568 * 3.5301428 *         0 *
*      569 *       569 * 6.5281237 *         0 *
*      570 *       570 *         0 *         0 *
*      571 *       571 * 9.9300468 *         0 *
*      572 *       572 * 2.6453706 *         0 *
*      573 *       573 * 8.5212401 *         0 *
*      574 *       574 *         0 *         0 *
*      575 *       575 * 10.103395 *         0 *
*      576 *       576 *         0 * 6.5700971 *
*      577 *       577 * 7.8200786 *         0 *
*      578 *       578 *         0 *         0 *
*      579 *       579 * 0.3513779 * 0.1037687 *
*      580 *       580 *         0 *         0 *
*      581 *       581 * 0.6406207 * 5.8994768 *
*      582 *       582 * 10.232349 *         0 *
*      583 *       583 * 10.038865 *         0 *
*      584 *       584 *         0 *         0 *
*      585 *       585 * 2.4101594 *         0 *
*      586 *       586 *         0 *         0 *
*      587 *       587 * 4.7676316 * 4.9221369 *
*      588 *       588 *         0 *         0 *
*      589 *       589 * 3.1401484 *         0 *
*      590 *       590 * 2.9301516 *         0 *
*      591 *       591 *         0 *         0 *
*      592 *       592 *         0 *         0 *
*      593 *       593 *         0 * 6.5348846 *
*      594 *       594 *         0 * 10.214705 *
*      595 *       595 * 4.9499221 *         0 *
*      596 *       596 * 5.5217705 * 0.5863980 *
*      597 *       597 * 5.2101176 *         0 *
*      598 *       598 *         0 * 7.1400888 *
*      599 *       599 *         0 * 4.2785915 *
*      600 *       600 *         0 *         0 *
*      601 *       601 * 4.6328747 *         0 *
*      602 *       602 *         0 * 10.870033 *
*      603 *       603 * 5.4048850 *         0 *
*      604 *       604 * 9.1500585 *         0 *
*      605 *       605 * 3.0301501 *         0 *
*      606 *       606 * 4.8001235 *         0 *
*      607 *       607 * 5.0401201 *         0 *
*      608 *       608 * 8.8356604 * 1.2143855 *
*      609 *       609 * 2.2201623 *         0 *
*      610 *       610 *         0 * 6.8600932 *
*      611 *       611 * 11.214576 *         0 *
*      612 *       612 * 4.9627504 *         0 *
*      613 *       613 *         0 *         0 *
*      614 *       614 *         0 *         0 *
*      615 *       615 * 6.1176061 *         0 *
*      616 *       616 * 9.2600576 *         0 *
*      617 *       617 * 5.9201069 *         0 *
*      618 *       618 * 2.4301591 *         0 *
*      619 *       619 * 0.5051550 * 8.4954658 *
*      620 *       620 * 2.4493106 *         0 *
*      621 *       621 * 3.1201489 *         0 *
*      622 *       622 * 1.1101788 *         0 *
*      623 *       623 *         0 * 5.3801152 *
*      624 *       624 * 5.1091768 *         0 *
*      625 *       625 *         0 * 8.1804786 *
*      626 *       626 * 4.6101264 *         0 *
*      627 *       627 *         0 * 8.4200693 *
*      628 *       628 * 3.8501379 *         0 *
*      629 *       629 *         0 *         0 *
*      630 *       630 * 6.8400932 *         0 *
*      631 *       631 * 6.5693482 *         0 *
*      632 *       632 *         0 * 8.2800722 *
*      633 *       633 *         0 * 8.8292099 *
*      634 *       634 * 0.6711823 *         0 *
*      635 *       635 * 6.9500918 *         0 *
*      636 *       636 * 3.5096800 * 3.0604171 *
*      637 *       637 *         0 * 7.1482848 *
*      638 *       638 * 6.3701005 *         0 *
